"Domain","Function","Process_Id","Thread_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"HSA_CORE_API","hsa_system_get_major_extension_table",2792690,2792690,1,6196668819293007,6196668819293807
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,3,6196668819303777,6196668819303927
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,4,6196668819309937,6196668819309967
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,5,6196668819310537,6196668819310607
"HSA_CORE_API","hsa_iterate_agents",2792690,2792690,2,6196668819301997,6196668819310867
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,6,6196668819312497,6196668819312727
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,7,6196668819313017,6196668819313067
"HSA_CORE_API","hsa_agent_iterate_isas",2792690,2792690,8,6196668819314567,6196668819314957
"HSA_CORE_API","hsa_isa_get_info_alt",2792690,2792690,9,6196668819316407,6196668819325446
"HSA_CORE_API","hsa_isa_get_info_alt",2792690,2792690,10,6196668819325956,6196668819327126
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,11,6196668819332016,6196668819332066
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,12,6196668819332356,6196668819332586
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,13,6196668819334616,6196668819334656
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,14,6196668819363665,6196668819363715
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,15,6196668819364005,6196668819364045
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,16,6196668819365335,6196668819365395
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,17,6196668819365785,6196668819368345
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,18,6196668819368645,6196668819368695
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,19,6196668819368955,6196668819368985
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,20,6196668819369245,6196668819369975
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,21,6196668819370255,6196668819370565
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,22,6196668819374645,6196668819374685
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,23,6196668819374985,6196668819375015
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,24,6196668819375285,6196668819375315
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,25,6196668819375585,6196668819375615
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,26,6196668819375885,6196668819375915
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,27,6196668819376185,6196668819376215
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,28,6196668819379355,6196668819379395
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,29,6196668819386395,6196668819386435
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,30,6196668819386705,6196668819386745
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,31,6196668819387115,6196668819387155
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,32,6196668819387415,6196668819387445
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,33,6196668819391704,6196668819411254
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,34,6196668819411864,6196668819411904
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,35,6196668819412174,6196668819412214
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,36,6196668819412474,6196668819412504
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,37,6196668819412784,6196668819412804
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,38,6196668819413074,6196668819413104
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,39,6196668819413364,6196668819413394
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,40,6196668819413654,6196668819413684
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,41,6196668819413954,6196668819413974
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,42,6196668819414244,6196668819414264
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,43,6196668819414534,6196668819414554
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,44,6196668819414844,6196668819414884
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,45,6196668819415154,6196668819415194
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,46,6196668819415454,6196668819415494
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,47,6196668819415764,6196668819415804
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,48,6196668819416074,6196668819416434
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,49,6196668819416724,6196668819416754
"HSA_CORE_API","hsa_system_get_info",2792690,2792690,50,6196668819462953,6196668819463403
"HSA_CORE_API","hsa_system_get_info",2792690,2792690,51,6196668819463843,6196668819464122
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,52,6196668819464412,6196668819464462
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,53,6196668819464732,6196668819464772
"HSA_CORE_API","hsa_system_get_info",2792690,2792690,54,6196668819465502,6196668819465532
"HSA_CORE_API","hsa_signal_create",2792690,2792690,55,6196668819472322,6196668819473762
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,56,6196668819818133,6196668819818213
"HSA_CORE_API","hsa_queue_create",2792690,2792690,57,6196668819819703,6196668830768057
"HSA_CORE_API","hsa_executable_create_alt",2792690,2792690,58,6196668837399458,6196668837410607
"HSA_CORE_API","hsa_code_object_reader_create_from_memory",2792690,2792690,59,6196668837412837,6196668837436217
"HSA_CORE_API","hsa_executable_load_agent_code_object",2792690,2792690,60,6196668837437667,6196668837586432
"HSA_CORE_API","hsa_signal_create",2792690,2792690,62,6196668837600192,6196668837601882
"HSA_CORE_API","hsa_signal_wait_scacquire",2792690,2792690,63,6196668837603732,6196668837618092
"HSA_CORE_API","hsa_signal_destroy",2792690,2792690,64,6196668837619412,6196668837620112
"HSA_CORE_API","hsa_executable_freeze",2792690,2792690,61,6196668837588522,6196668837805167
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,65,6196668837807107,6196668837808126
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,66,6196668837810836,6196668837810936
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,67,6196668837811316,6196668837811356
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,68,6196668837812106,6196668837812236
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,69,6196668837813156,6196668837813296
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,70,6196668837813576,6196668837813606
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,71,6196668837813856,6196668837813886
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,72,6196668837814196,6196668837814226
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,73,6196668837814676,6196668837814836
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,74,6196668837815086,6196668837815116
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,75,6196668837815366,6196668837815396
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,76,6196668837815646,6196668837815676
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,77,6196668837816086,6196668837816196
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,78,6196668837816456,6196668837816486
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,79,6196668837816736,6196668837816766
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,80,6196668837817056,6196668837817086
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,81,6196668837817486,6196668837817616
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,82,6196668837817876,6196668837817906
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,83,6196668837818156,6196668837818186
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,84,6196668837818436,6196668837818466
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,85,6196668837818876,6196668837819026
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,86,6196668837819286,6196668837819306
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,87,6196668837819566,6196668837819586
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,88,6196668837819886,6196668837819916
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,89,6196668837820296,6196668837820406
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,90,6196668837820666,6196668837820696
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,91,6196668837820946,6196668837820976
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,92,6196668837821216,6196668837821246
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,93,6196668837821646,6196668837821766
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,94,6196668837822016,6196668837822046
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,95,6196668837822296,6196668837822326
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,96,6196668837822596,6196668837822626
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,97,6196668837823056,6196668837823186
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,98,6196668837823446,6196668837823476
"HSA_CORE_API","hsa_executable_symbol_get_info",2792690,2792690,99,6196668837823726,6196668837823746
"HSA_CORE_API","hsa_agent_get_info",2792690,2792690,100,6196668837824006,6196668837824036
"HSA_CORE_API","hsa_executable_get_symbol_by_name",2792690,2792690,101,6196668837824456,6196668837824566
